KY2021,KH2012,KH2013,uniprot,fullname
KY21.Chr10.1030,KH.L87.52,KH.L87.52,Q9BWP8,Collectin-11
KY21.Chr10.1031,,,Q7Z5P9,Mucin-19
KY21.Chr10.1032,KH.L87.27,KH.L87.27,Q15777,Metallophosphoesterase MPPED2
KY21.Chr10.1033,,,Q9UPI3,Choline/ethanolamine transporter FLVCR2 {ECO:0000305}
KY21.Chr10.1034,,,Q9UPI3,Choline/ethanolamine transporter FLVCR2 {ECO:0000305}
KY21.Chr10.1035,,,Q9UPI3,Choline/ethanolamine transporter FLVCR2 {ECO:0000305}
KY21.Chr10.1036,KH.L87.58,KH.L87.58,O43829,Zinc finger and BTB domain-containing protein 14
KY21.Chr10.1038,KH.L87.9,KH.L87.9,Q53GQ0,Very-long-chain 3-oxoacyl-CoA reductase {ECO:0000305}
KY21.Chr10.1039,KH.L87.25,KH.L87.25,Q96QE3,ATPase family AAA domain-containing protein 5 {ECO:0000312|HGNC:HGNC:25752}
KY21.Chr10.1043,KH.L87.29,KH.L87.29,P13866,Sodium/glucose cotransporter 1 {ECO:0000303|PubMed:37217492}
KY21.Chr10.1048,KH.L87.56,KH.L87.56,P49815,Tuberin {ECO:0000303|PubMed:9045618}
KY21.Chr10.1050,KH.L87.8,KH.L87.8,Q15056,Eukaryotic translation initiation factor 4H
KY21.Chr10.1051,KH.L87.41,KH.L87.41,Q01433,AMP deaminase 2 {ECO:0000305}
KY21.Chr10.1052,,,P63136,Endogenous retrovirus group K member 25 Pol protein
KY21.Chr10.1053,KH.L139.21,KH.L139.21,P24043,Laminin subunit alpha-2
KY21.Chr10.1054,KH.L87.42,KH.L87.42,A6NEE1,Pleckstrin homology domain-containing family D member 1
KY21.Chr10.1055,KH.S2570.1,KH.S2570.1,Q53G59,Kelch-like protein 12
KY21.Chr10.1056,,,Q53G59,Kelch-like protein 12
KY21.Chr10.1057,,,Q53G59,Kelch-like protein 12
KY21.Chr10.1058,KH.S691.4,KH.S691.4,Q8NHH9,Atlastin-2
KY21.Chr10.1059,KH.S691.2,KH.S691.2,O75899,Gamma-aminobutyric acid type B receptor subunit 2
KY21.Chr10.106,KH.L157.7,KH.L157.7,Q8IYD9,Lung adenoma susceptibility protein 2
KY21.Chr10.1060,KH.S1583.1,KH.S1583.1,P08173,Muscarinic acetylcholine receptor M4
KY21.Chr10.1062,KH.L127.2,KH.L127.2,Q8N3S3,Protein PHTF2 {ECO:0000305}
KY21.Chr10.1063,KH.L127.1,KH.L127.1,Q6ZMI0,Protein phosphatase 1 regulatory subunit 21
KY21.Chr10.1064,KH.L127.3,KH.L127.3,Q9UH36,SRR1-like protein
KY21.Chr10.1065,KH.S391.3,KH.S391.3,P22083,"Alpha-(1,3)-fucosyltransferase 4"
KY21.Chr10.1066,,,P22083,"Alpha-(1,3)-fucosyltransferase 4"
KY21.Chr10.107,KH.S1105.1,KH.S1105.1,Q86W24,"NACHT, LRR and PYD domains-containing protein 14"
KY21.Chr10.1070,KH.S391.5,KH.S391.5,Q8NA31,Telomere repeats-binding bouquet formation protein 1 {ECO:0000250|UniProtKB:Q8C0V1}
KY21.Chr10.1071,KH.S391.13,KH.S391.13,Q96EP0,E3 ubiquitin-protein ligase RNF31
KY21.Chr10.1072,,,P14679,Tyrosinase {ECO:0000305}
KY21.Chr10.1073,KH.S391.6,KH.S391.6,Q6ZV29,Patatin-like phospholipase domain-containing protein 7
KY21.Chr10.1074,KH.S391.2,KH.S391.2,Q9NZR2,Low-density lipoprotein receptor-related protein 1B
KY21.Chr10.1075,KH.S391.7,KH.S391.7,Q96P56,Cation channel sperm-associated protein 2
KY21.Chr10.1077,KH.S391.4,KH.S391.4,Q96GF1,E3 ubiquitin-protein ligase RNF185 {ECO:0000305}
KY21.Chr10.1078,KH.S391.12,KH.S391.12,P13010,X-ray repair cross-complementing protein 5
KY21.Chr10.1079,KH.S391.1,KH.S391.1,Q8IYR6,Tomoregulin-1
KY21.Chr10.108,KH.S770.1,KH.S770.1,P11166,"Solute carrier family 2, facilitated glucose transporter member 1 {ECO:0000305}"
KY21.Chr10.1081,KH.L5.22,KH.L5.22,Q4LDE5,"Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1"
KY21.Chr10.1082,KH.L5.6,KH.L5.6,Q8IYW5,E3 ubiquitin-protein ligase RNF168 {ECO:0000255|HAMAP-Rule:MF_03066}
KY21.Chr10.1083,KH.L5.5,KH.L5.5,P18847,Cyclic AMP-dependent transcription factor ATF-3 {ECO:0000305}
KY21.Chr10.1084,KH.L5.1,KH.L5.1,Q13813,"Spectrin alpha chain, non-erythrocytic 1"
KY21.Chr10.1085,KH.L5.10,KH.L5.10,Q9BSA9,Endosomal/lysosomal proton channel TMEM175 {ECO:0000305}
KY21.Chr10.1086,KH.L5.13,KH.L5.13,Q9BQ50,Three prime repair exonuclease 2
KY21.Chr10.1089,KH.L5.11,KH.L5.11,Q5TCY1,Tau-tubulin kinase 1
KY21.Chr10.1090,KH.L5.21,KH.L5.21,P06276,Cholinesterase
KY21.Chr10.1091,KH.L5.2,KH.L5.2,P62191,26S proteasome regulatory subunit 4
KY21.Chr10.1093,KH.L5.15,KH.L5.15,Q99807,"5-demethoxyubiquinone hydroxylase, mitochondrial {ECO:0000255|HAMAP-Rule:MF_03194}"
KY21.Chr10.1094,,,P08575,Receptor-type tyrosine-protein phosphatase C {ECO:0000305}
KY21.Chr10.1096,KH.L5.18,KH.L5.18,Q6ICL3,Transport and Golgi organization protein 2 homolog
KY21.Chr10.1097,KH.L5.12,KH.L5.12,Q9Y5Y2,Cytosolic Fe-S cluster assembly factor NUBP2 {ECO:0000255|HAMAP-Rule:MF_03039}
KY21.Chr10.1098,KH.L5.20,KH.L5.20,P21964,Catechol O-methyltransferase {ECO:0000305}
KY21.Chr10.1099,KH.L5.9,KH.L5.9,Q9H8W4,Pleckstrin homology domain-containing family F member 2
KY21.Chr10.11,KH.S455.3,KH.S455.3,Q4FZB7,Histone-lysine N-methyltransferase KMT5B {ECO:0000305}
KY21.Chr10.1100,KH.L5.19,KH.L5.19,P56211,cAMP-regulated phosphoprotein 19 {ECO:0000303|PubMed:38123684}
KY21.Chr10.1101,KH.L5.14,KH.L5.14,O60909,"Beta-1,4-galactosyltransferase 2 {ECO:0000305}"
KY21.Chr10.1102,KH.L5.8,KH.L5.8,Q02241,Kinesin-like protein KIF23
KY21.Chr10.1103,KH.S396.8,KH.S396.8,Q8TEA1,tRNA (cytosine(72)-C(5))-methyltransferase NSUN6 {ECO:0000305}
KY21.Chr10.1104,KH.S396.4,KH.S396.4,P05556,Integrin beta-1 {ECO:0000305}
KY21.Chr10.1105,KH.S396.7,KH.S396.7,Q9NP60,X-linked interleukin-1 receptor accessory protein-like 2
KY21.Chr10.1106,KH.S396.9,KH.S396.9,Q9NQQ7,Solute carrier family 35 member C2 {ECO:0000305}
KY21.Chr10.1107,KH.S396.6,KH.S396.6,Q9Y4K3,TNF receptor-associated factor 6
KY21.Chr10.1108,KH.S396.2,KH.S396.2,P30048,"Thioredoxin-dependent peroxide reductase, mitochondrial"
KY21.Chr10.1109,KH.S396.3,KH.S396.3,O60683,Peroxisome biogenesis factor 10 {ECO:0000305}
KY21.Chr10.1112,KH.S298.1,KH.S298.1,P22105,Tenascin-X {ECO:0000305}
KY21.Chr10.1114,KH.L47.3,KH.L47.3,Q8N2G4,Ly6/PLAUR domain-containing protein 1
KY21.Chr10.1118,,,Q03001,Dystonin {ECO:0000305}
KY21.Chr10.1119,KH.L47.9,KH.L47.9,O60565,Gremlin-1
KY21.Chr10.112,KH.S1062.1,KH.S1062.1,Q9H5L6,DNA transposase THAP9
KY21.Chr10.1120,KH.L47.5,KH.L47.5,Q9NZ56,Formin-2
KY21.Chr10.1122,KH.L47.1,KH.L47.1,Q6V1X1,Dipeptidyl peptidase 8 {ECO:0000303|PubMed:11012666}
KY21.Chr10.1123,KH.L47.8,KH.L47.8,Q8TCI5,Ciliary microtubule-associated protein 3
KY21.Chr10.1124,KH.S1546.1,KH.S1546.1,Q8N0U8,Vitamin K epoxide reductase complex subunit 1-like protein 1
KY21.Chr10.1125,KH.S1546.2,KH.S1546.2,Q86W24,"NACHT, LRR and PYD domains-containing protein 14"
KY21.Chr10.1129,KH.S424.2,KH.S424.2,Q8WZA2,Rap guanine nucleotide exchange factor 4
KY21.Chr10.1131,,,P09172,"Dopamine beta-hydroxylase {ECO:0000303|PubMed:27152332, ECO:0000303|PubMed:3443096}"
KY21.Chr10.1134,,,Q9UJ55,MAGE-like protein 2
KY21.Chr10.1135,KH.S424.3,KH.S424.3,Q12887,"Protoheme IX farnesyltransferase, mitochondrial"
KY21.Chr10.1137,,,P13611,Versican core protein
KY21.Chr10.1138,KH.C2.197,KH.C2.197,P23469,Receptor-type tyrosine-protein phosphatase epsilon
KY21.Chr10.1141,,,Q99973,Telomerase protein component 1
KY21.Chr10.1142,KH.S1285.1,KH.S1285.1,P13611,Versican core protein
KY21.Chr10.1143,KH.S756.2,KH.S756.2,Q8NFF5,FAD synthase
KY21.Chr10.1144,KH.S756.1,KH.S756.1,P16066,Atrial natriuretic peptide receptor 1 {ECO:0000305}
KY21.Chr10.1145,KH.L104.2,KH.L104.2,Q86W24,"NACHT, LRR and PYD domains-containing protein 14"
KY21.Chr10.1146,,,A6NKG5,Retrotransposon-like protein 1
KY21.Chr10.1147,KH.C8.78,KH.C8.78,Q86W24,"NACHT, LRR and PYD domains-containing protein 14"
KY21.Chr10.1148,,,P0CF97,Protein FAM200B {ECO:0000305}
KY21.Chr10.1149,,,Q49AG3,Zinc finger BED domain-containing protein 5
KY21.Chr10.115,,,Q8WTV1,THAP domain-containing protein 3
KY21.Chr10.1150,KH.S390.8,KH.S390.8,Q9UEE5,Serine/threonine-protein kinase 17A
KY21.Chr10.1151,KH.S390.7,KH.S390.7,Q70E73,Ras-associated and pleckstrin homology domains-containing protein 1
KY21.Chr10.1152,KH.S390.11,KH.S390.11,Q96MW5,Conserved oligomeric Golgi complex subunit 8
KY21.Chr10.1153,KH.S390.3,KH.S390.3,Q96SI1,BTB/POZ domain-containing protein KCTD15
KY21.Chr10.1156,KH.S390.9,KH.S390.9,Q06265,Exosome complex component RRP45
KY21.Chr10.1157,KH.S390.6,KH.S390.6,P05556,Integrin beta-1 {ECO:0000305}
KY21.Chr10.1158,KH.S390.12,KH.S390.12,Q9NX52,Rhomboid-related protein 2
KY21.Chr10.1160,KH.S390.1,KH.S390.1,Q15185,Prostaglandin E synthase 3
KY21.Chr10.1161,KH.S390.2,KH.S390.2,P29558,"RNA-binding motif, single-stranded-interacting protein 1"
KY21.Chr10.1162,KH.S390.4,KH.S390.4,Q8IZT6,Abnormal spindle-like microcephaly-associated protein
KY21.Chr10.1165,KH.L130.5,KH.L130.5,Q7Z4H3,5'-deoxynucleotidase HDDC2 {ECO:0000305}
KY21.Chr10.1166,KH.L130.4,KH.L130.4,Q6JEL2,Kelch-like protein 10
KY21.Chr10.1167,KH.L130.3,KH.L130.3,Q8N998,Coiled-coil domain-containing protein 89
KY21.Chr10.1168,KH.L130.7,KH.L130.7,O43934,UNC93-like protein MFSD11
KY21.Chr10.1170,,,P21554,Cannabinoid receptor 1
KY21.Chr10.1171,KH.L130.1,KH.L130.1,P23229,Integrin alpha-6
KY21.Chr10.1172,KH.L130.6,KH.L130.6,Q9UBP5,Hairy/enhancer-of-split related with YRPW motif protein 2
KY21.Chr10.1173,KH.L130.12,KH.L130.12,P18433,Receptor-type tyrosine-protein phosphatase alpha
KY21.Chr10.1174,KH.L130.11,KH.L130.11,Q15438,Cytohesin-1
KY21.Chr10.1175,KH.L130.2,KH.L130.2,Q92556,Engulfment and cell motility protein 1
KY21.Chr10.1177,KH.L130.9,KH.L130.9,O43663,Protein regulator of cytokinesis 1 {ECO:0000312|HGNC:HGNC:9341}
KY21.Chr10.118,,,A6NKG5,Retrotransposon-like protein 1
KY21.Chr10.121,KH.S1776.2,KH.S1776.2,Q9P232,Contactin-3
KY21.Chr10.122,KH.S1426.1,KH.S1426.1,P98160,Basement membrane-specific heparan sulfate proteoglycan core protein
KY21.Chr10.124,,,Q9WJR5,Endogenous retrovirus group K member 19 Pol protein
KY21.Chr10.125,,,Q9NXP7,Gypsy retrotransposon integrase-like protein 1
KY21.Chr10.128,KH.S948.1,KH.S948.1,Q96PZ7,CUB and sushi domain-containing protein 1
KY21.Chr10.13,KH.S455.4,KH.S455.4,P04792,Heat shock protein beta-1
KY21.Chr10.130,KH.S1312.1,KH.S1312.1,Q96RW7,Hemicentin-1
KY21.Chr10.131,KH.L52.3,KH.L52.3,O60939,Sodium channel regulatory subunit beta-2 {ECO:0000305|PubMed:26894959}
KY21.Chr10.132,KH.S1329.1,KH.S1329.1,P98160,Basement membrane-specific heparan sulfate proteoglycan core protein
KY21.Chr10.133,KH.L52.2,KH.L52.2,Q6WRI0,Immunoglobulin superfamily member 10
KY21.Chr10.134,,,O60939,Sodium channel regulatory subunit beta-2 {ECO:0000305|PubMed:26894959}
KY21.Chr10.135,,,Q8N6G6,ADAMTS-like protein 1
KY21.Chr10.136,,,Q9NYQ7,Cadherin EGF LAG seven-pass G-type receptor 3
KY21.Chr10.137,KH.L35.11,KH.L35.11,P23469,Receptor-type tyrosine-protein phosphatase epsilon
KY21.Chr10.138,KH.L35.3,KH.L35.3,P20273,B-cell receptor CD22 {ECO:0000305}
KY21.Chr10.139,KH.L35.10,KH.L35.10,O60939,Sodium channel regulatory subunit beta-2 {ECO:0000305|PubMed:26894959}
KY21.Chr10.14,KH.S455.6,KH.S455.6,Q02078,Myocyte-specific enhancer factor 2A
KY21.Chr10.140,,,O60939,Sodium channel regulatory subunit beta-2 {ECO:0000305|PubMed:26894959}
KY21.Chr10.141,KH.L52.1,KH.L52.1,P20273,B-cell receptor CD22 {ECO:0000305}
KY21.Chr10.142,KH.C10.265,KH.C10.265,O60939,Sodium channel regulatory subunit beta-2 {ECO:0000305|PubMed:26894959}
KY21.Chr10.143,KH.C10.288,KH.C10.288,Q7Z5B4,Protein RIC-3
KY21.Chr10.144,KH.C10.57,KH.C10.57,P62280,Small ribosomal subunit protein uS17 {ECO:0000303|PubMed:24524803}
KY21.Chr10.145,KH.C10.532,KH.C10.532,P62136,Serine/threonine-protein phosphatase PP1-alpha catalytic subunit
KY21.Chr10.146,KH.C10.441,KH.C10.441,Q96EN8,Molybdenum cofactor sulfurase {ECO:0000255|HAMAP-Rule:MF_03050}
KY21.Chr10.147,KH.C10.260,KH.C10.260,O15394,Neural cell adhesion molecule 2
KY21.Chr10.149,,,Q7LGA3,Heparan sulfate 2-O-sulfotransferase 1
KY21.Chr10.15,KH.S455.1,KH.S455.1,Q9Y512,Sorting and assembly machinery component 50 homolog
KY21.Chr10.150,KH.C10.362,KH.C10.362,O95571,"Persulfide dioxygenase ETHE1, mitochondrial"
KY21.Chr10.151,KH.C10.575,KH.C10.575,O95571,"Persulfide dioxygenase ETHE1, mitochondrial"
KY21.Chr10.152,,,Q8N682,DNA damage-regulated autophagy modulator protein 1
KY21.Chr10.153,KH.C10.451,KH.C10.451,Q6HA08,Astacin-like metalloendopeptidase
KY21.Chr10.154,,,Q5TFE4,5'-nucleotidase domain-containing protein 1
KY21.Chr10.155,KH.C10.145,KH.C10.145,Q96RW7,Hemicentin-1
KY21.Chr10.156,KH.C10.76,KH.C10.76,Q9HCB6,Spondin-1
KY21.Chr10.159,,,P86790,Vacuolar fusion protein CCZ1 homolog B
KY21.Chr10.161,KH.C10.379,KH.C10.379,Q9UM21,"Alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase A {ECO:0000305}"
KY21.Chr10.163,KH.C10.305,KH.C10.305,P20226,TATA-box-binding protein
KY21.Chr10.165,KH.C10.449,KH.C10.449,Q99570,Phosphoinositide 3-kinase regulatory subunit 4
KY21.Chr10.166,KH.C10.178,KH.C10.178,P30038,"Delta-1-pyrroline-5-carboxylate dehydrogenase, mitochondrial"
KY21.Chr10.167,KH.C10.37,KH.C10.37,P22681,E3 ubiquitin-protein ligase CBL
KY21.Chr10.169,KH.C10.412,KH.C10.412,Q14697,Neutral alpha-glucosidase AB
KY21.Chr10.17,KH.L23.6,KH.L23.6,P53804,E3 ubiquitin-protein ligase TTC3
KY21.Chr10.170,KH.C10.285,KH.C10.285,Q13190,Syntaxin-5
KY21.Chr10.171,KH.C10.202,KH.C10.202,Q9Y673,Dolichyl-phosphate beta-glucosyltransferase {ECO:0000305|PubMed:10359825}
KY21.Chr10.173,KH.C10.558,KH.C10.558,Q9Y2U9,Kelch domain-containing protein 2 {ECO:0000305}
KY21.Chr10.174,KH.C10.347,KH.C10.347,Q8NFV4,sn-1-specific diacylglycerol lipase ABHD11 {ECO:0000305}
KY21.Chr10.175,KH.S522.6,KH.S522.6,B5ME19,Eukaryotic translation initiation factor 3 subunit C-like protein
KY21.Chr10.176,KH.S522.5,KH.S522.5,P52756,RNA-binding protein 5
KY21.Chr10.178,KH.S522.8,KH.S522.8,A7KAX9,Rho GTPase-activating protein 32
KY21.Chr10.179,,,Q96ST3,Paired amphipathic helix protein Sin3a
KY21.Chr10.18,KH.S455.5,KH.S455.5,Q16581,C3a anaphylatoxin chemotactic receptor
KY21.Chr10.180,KH.S522.7,KH.S522.7,P49916,DNA ligase 3
KY21.Chr10.183,,,P20273,B-cell receptor CD22 {ECO:0000305}
KY21.Chr10.184,KH.S522.2,KH.S522.2,Q9P232,Contactin-3
KY21.Chr10.191,KH.C10.114,KH.C10.114,P0CG30,Glutathione S-transferase theta-2B
KY21.Chr10.193,KH.C10.173,KH.C10.173,P0CG30,Glutathione S-transferase theta-2B
KY21.Chr10.196,,,Q32NB8,"CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase, mitochondrial"
KY21.Chr10.197,KH.C10.11,KH.C10.11,O43280,Trehalase {ECO:0000303|PubMed:9427547}
KY21.Chr10.199,KH.C10.466,KH.C10.466,O15244,Solute carrier family 22 member 2 {ECO:0000303|PubMed:12538837}
KY21.Chr10.20,KH.L23.4,KH.L23.4,Q99500,Sphingosine 1-phosphate receptor 3
KY21.Chr10.200,KH.C10.602,KH.C10.602,O75751,Solute carrier family 22 member 3 {ECO:0000303|PubMed:9933568}
KY21.Chr10.201,KH.C10.63,KH.C10.63,P84077,ADP-ribosylation factor 1
KY21.Chr10.202,KH.C10.619,KH.C10.619,Q9UL62,Short transient receptor potential channel 5
KY21.Chr10.203,,,Q9UL62,Short transient receptor potential channel 5
KY21.Chr10.204,KH.C10.392,KH.C10.392,Q9UBN4,Short transient receptor potential channel 4
KY21.Chr10.205,KH.C10.317,KH.C10.317,P02751,Fibronectin {ECO:0000305}
KY21.Chr10.207,KH.C10.163,KH.C10.163,Q9UNQ0,Broad substrate specificity ATP-binding cassette transporter ABCG2 {ECO:0000305}
KY21.Chr10.208,KH.S679.4,KH.S679.4,Q8IZA3,Histone H1.8 {ECO:0000305}
KY21.Chr10.209,KH.S679.3,KH.S679.3,Q96RW7,Hemicentin-1
KY21.Chr10.21,KH.L23.2,KH.L23.2,P53794,Sodium/myo-inositol cotransporter {ECO:0000305}
KY21.Chr10.212,KH.C10.93,KH.C10.93,Q5T2W1,Na(+)/H(+) exchange regulatory cofactor NHE-RF3
KY21.Chr10.213,KH.C10.394,KH.C10.394,Q86VW1,Solute carrier family 22 member 16 {ECO:0000303|PubMed:15963465}
KY21.Chr10.215,KH.C10.90,KH.C10.90,Q9Y5Z4,Heme-binding protein 2
KY21.Chr10.216,KH.C10.565,KH.C10.565,Q5VZE5,"N-alpha-acetyltransferase 35, NatC auxiliary subunit"
KY21.Chr10.217,,,O43422,52 kDa repressor of the inhibitor of the protein kinase
KY21.Chr10.218,KH.C10.608,KH.C10.608,O75072,Ribitol-5-phosphate transferase FKTN
KY21.Chr10.219,KH.C10.500,KH.C10.500,Q96JP0,Protein fem-1 homolog C {ECO:0000305}
KY21.Chr10.22,KH.L23.10,KH.L23.10,Q7Z3D4,LysM and putative peptidoglycan-binding domain-containing protein 3
KY21.Chr10.220,KH.C10.232,KH.C10.232,P13804,"Electron transfer flavoprotein subunit alpha, mitochondrial"
KY21.Chr10.221,KH.C10.54,KH.C10.54,Q9Y6G5,COMM domain-containing protein 10
KY21.Chr10.223,KH.C10.128,KH.C10.128,Q06055,"ATP synthase F(0) complex subunit C2, mitochondrial {ECO:0000305}"
KY21.Chr10.225,,,P11049,Leukocyte antigen CD37
KY21.Chr10.227,KH.C10.312,KH.C10.312,P19075,Tetraspanin-8
KY21.Chr10.229,KH.C10.261,KH.C10.261,P21926,CD9 antigen {ECO:0000303|PubMed:1840589}
KY21.Chr10.23,KH.L23.1,KH.L23.1,Q12965,Unconventional myosin-Ie
KY21.Chr10.230,KH.C10.210,KH.C10.210,P60033,CD81 antigen
KY21.Chr10.231,KH.C10.192,KH.C10.192,P60033,CD81 antigen
KY21.Chr10.232,KH.C10.53,KH.C10.53,Q5VYJ5,MAM and LDL-receptor class A domain-containing protein 1 {ECO:0000312|HGNC:HGNC:24331}
KY21.Chr10.233,KH.C10.461,KH.C10.461,Q7Z2Z1,Treslin
KY21.Chr10.234,KH.C10.14,KH.C10.14,O60760,Hematopoietic prostaglandin D synthase {ECO:0000305}
KY21.Chr10.236,KH.C10.217,KH.C10.217,Q6P161,Large ribosomal subunit protein mL54 {ECO:0000303|PubMed:25838379}
KY21.Chr10.237,,,Q6R2W3,SCAN domain-containing protein 3
KY21.Chr10.238,,,Q49AG3,Zinc finger BED domain-containing protein 5
KY21.Chr10.239,KH.C10.369,KH.C10.369,O14578,Citron Rho-interacting kinase
KY21.Chr10.240,KH.C10.218,KH.C10.218,Q9NU19,TBC1 domain family member 22B
KY21.Chr10.241,KH.C10.3,KH.C10.3,Q96FZ7,Charged multivesicular body protein 6
KY21.Chr10.242,KH.C10.508,KH.C10.508,Q9ULL1,Pleckstrin homology domain-containing family G member 1
KY21.Chr10.243,KH.C10.540,KH.C10.540,A6H8Z2,Protein FAM221B
KY21.Chr10.246,KH.C10.17,KH.C10.17,Q9H2E6,Semaphorin-6A
KY21.Chr10.248,KH.C10.402,KH.C10.402,Q9UNK4,Group IID secretory phospholipase A2
KY21.Chr10.249,KH.C10.132,KH.C10.132,Q9BSH3,Nicolin-1
KY21.Chr10.252,KH.C10.196,KH.C10.196,P13671,Complement component C6
KY21.Chr10.253,KH.C10.396,KH.C10.396,A6NCN8,Testis-expressed protein 52 {ECO:0000305}
KY21.Chr10.254,KH.C10.614,KH.C10.614,Q8N2K1,Ubiquitin-conjugating enzyme E2 J2
KY21.Chr10.255,KH.C10.615,KH.C10.615,Q8IWZ8,SURP and G-patch domain-containing protein 1
KY21.Chr10.256,KH.C10.212,KH.C10.212,P46776,Large ribosomal subunit protein uL15 {ECO:0000303|PubMed:24524803}
KY21.Chr10.257,KH.C10.597,KH.C10.597,O94880,PHD finger protein 14
KY21.Chr10.258,KH.C10.91,KH.C10.91,Q9BX67,Junctional adhesion molecule C
KY21.Chr10.259,KH.C10.74,KH.C10.74,P29274,Adenosine receptor A2a
KY21.Chr10.260,KH.C10.213,KH.C10.213,P30542,Adenosine receptor A1
KY21.Chr10.261,KH.C10.372,KH.C10.372,O75864,Protein phosphatase 1 regulatory subunit 37
KY21.Chr10.262,KH.C10.367,KH.C10.367,O95343,Homeobox protein SIX3
KY21.Chr10.263,,,O75636,Ficolin-3
KY21.Chr10.264,KH.C10.99,KH.C10.99,Q9BRR6,ADP-dependent glucokinase
KY21.Chr10.265,KH.C10.216,KH.C10.216,O15304,Apoptosis regulatory protein Siva
KY21.Chr10.267,KH.C10.10,KH.C10.10,P62861,Ubiquitin-like FUBI-ribosomal protein eS30 fusion protein {ECO:0000305}
KY21.Chr10.268,KH.C10.239,KH.C10.239,P62979,Ubiquitin-ribosomal protein eS31 fusion protein {ECO:0000305}
KY21.Chr10.27,KH.L23.9,KH.L23.9,Q15750,TGF-beta-activated kinase 1 and MAP3K7-binding protein 1
KY21.Chr10.270,KH.C10.599,KH.C10.599,Q8NE62,"Choline dehydrogenase, mitochondrial"
KY21.Chr10.271,KH.C10.301,KH.C10.301,Q8NE62,"Choline dehydrogenase, mitochondrial"
KY21.Chr10.273,,,A6NKG5,Retrotransposon-like protein 1
KY21.Chr10.274,,,Q9NXP7,Gypsy retrotransposon integrase-like protein 1
KY21.Chr10.275,KH.C10.376,KH.C10.376,Q8NE62,"Choline dehydrogenase, mitochondrial"
KY21.Chr10.277,,,A6NKG5,Retrotransposon-like protein 1
KY21.Chr10.278,,,Q6ZNG9,KRAB-A domain-containing protein 2
KY21.Chr10.279,,,Q8NE62,"Choline dehydrogenase, mitochondrial"
KY21.Chr10.281,,,P80370,Protein delta homolog 1
KY21.Chr10.283,KH.C10.84,KH.C10.84,O75306,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 2, mitochondrial"
KY21.Chr10.284,KH.C10.590,KH.C10.590,Q9Y4W2,Ribosomal biogenesis protein LAS1L
KY21.Chr10.288,KH.C10.150,KH.C10.150,P23760,Paired box protein Pax-3
KY21.Chr10.289,KH.C10.613,KH.C10.613,Q9BXB1,Leucine-rich repeat-containing G-protein coupled receptor 4
KY21.Chr10.29,KH.S583.4,KH.S583.4,Q5TC82,Roquin-1 {ECO:0000305}
KY21.Chr10.290,KH.C10.131,KH.C10.131,A6NI56,Coiled-coil domain-containing protein 154 {ECO:0000305}
KY21.Chr10.291,,,Q96KQ4,Apoptosis-stimulating of p53 protein 1
KY21.Chr10.292,KH.C10.605,KH.C10.605,O95613,Pericentrin
KY21.Chr10.293,KH.C10.130,KH.C10.130,Q99996,A-kinase anchor protein 9
KY21.Chr10.295,KH.C10.162,KH.C10.162,Q96L50,Leucine-rich repeat protein 1
KY21.Chr10.296,KH.C10.519,KH.C10.519,Q56P03,E2F-associated phosphoprotein
KY21.Chr10.297,KH.S1152.2,KH.S1152.2,Q7L3T8,"Probable proline--tRNA ligase, mitochondrial"
KY21.Chr10.298,KH.C10.193,KH.C10.193,O76082,Organic cation/carnitine transporter 2 {ECO:0000305}
KY21.Chr10.299,,,Q9Y278,Heparan sulfate glucosamine 3-O-sulfotransferase 2
KY21.Chr10.30,KH.S583.6,KH.S583.6,Q9Y2M2,Protein SSUH2 homolog {ECO:0000305}
KY21.Chr10.300,KH.C10.105,KH.C10.105,O94826,Mitochondrial import receptor subunit TOM70 {ECO:0000305}
KY21.Chr10.301,KH.C10.319,KH.C10.319,Q9Y2K2,Serine/threonine-protein kinase SIK3 {ECO:0000305}
KY21.Chr10.302,KH.C10.387,KH.C10.387,Q5VTH2,Protein Flattop {ECO:0000305}
KY21.Chr10.305,KH.C10.345,KH.C10.345,Q9H6T3,RNA polymerase II-associated protein 3
KY21.Chr10.306,KH.C10.298,KH.C10.298,O14521,"Succinate dehydrogenase [ubiquinone] cytochrome b small subunit, mitochondrial"
KY21.Chr10.307,KH.C10.309,KH.C10.309,P14679,Tyrosinase {ECO:0000305}
KY21.Chr10.309,KH.C10.556,KH.C10.556,Q8NBS3,Solute carrier family 4 member 11
KY21.Chr10.311,KH.C10.252,KH.C10.252,P10515,"Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial {ECO:0000305}"
KY21.Chr10.312,KH.C10.101,KH.C10.101,P39019,Small ribosomal subunit protein eS19 {ECO:0000303|PubMed:24524803}
KY21.Chr10.314,,,P61204,ADP-ribosylation factor 3
KY21.Chr10.315,KH.C10.434,KH.C10.434,Q13630,GDP-L-fucose synthase {ECO:0000305}
KY21.Chr10.317,KH.C10.129,KH.C10.129,Q9BZE2,tRNA pseudouridine(38/39) synthase
KY21.Chr10.318,KH.C10.423,KH.C10.423,P35556,Fibrillin-2 {ECO:0000303|PubMed:32329225}
